Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Industry_type,SubVertical,CityLocation,Citycode,Investors Name,InvestmentnType,InvestmentID,Amount in USD,Remarks
2437,21/09/2015,DishCo,Food discovery & table booking app,1703,nan,New Delhi,76,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,30,N/A,
2438,21/09/2015,LafaLafa,coupons and cashback aggregator app,1704,nan,New Delhi,76,500 Startups,Seed Funding,30,125000,thru Accelerator
2439,21/09/2015,ConnectAbank,Financial Products lead generation platform,1705,nan,New Delhi,76,Prakhar Bumb,Seed Funding,30,N/A,
2440,22/09/2015,VillFarm,Sustainable Agri-inputs Firm,1706,nan,New Delhi,76,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,30,N/A,
2441,22/09/2015,Bestdealfinance,Financial Services Portal,1707,nan,New Delhi,76,"Kalaari Capital, YourNest Angel Fund",Seed Funding,30,3000000,Series A
2442,22/09/2015,GameXS.in,Pre-owned games Marketplace,1708,nan,New Delhi,76,Lead Angels,Seed Funding,30,N/A,
2443,22/09/2015,The Man Company,Content-based Subscription eCommerce platform,1709,nan,New Delhi,76,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,30,N/A,
2444,22/09/2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",1710,nan,New Delhi,76,Swarnim Multiventures,Seed Funding,30,800000,Pre-Series A
2445,22/09/2015,Furdo,Online Interior Designing platform,1711,nan,New Delhi,76,Bhavdeep Reddy,Seed Funding,30,400000,
2446,22/09/2015,LogiNext,End-to-end Logistics platform,1712,nan,New Delhi,76,Paytm,Seed Funding,30,10000000,Series A
2447,22/09/2015,Korra,Private Label Apparel sales,1713,nan,New Delhi,76,Asha Jadeja Motwani & Others,Seed Funding,30,300000,
2448,23/09/2015,Credihealth,Healthcare Consulting platform,1714,nan,New Delhi,76,Rajat Malhotra,Seed Funding,30,N/A,
2449,23/09/2015,Amigobulls,Stock Market Portal,1715,nan,New Delhi,76,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,30,N/A,
2450,23/09/2015,SilverPush,Cross-device retargeting platform,1716,nan,New Delhi,76,M&S Partners,Seed Funding,30,1200000,Series A
2451,23/09/2015,Juggernaut,Digital & Physical Publishing platform,1717,nan,New Delhi,76,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Seed Funding,30,2250000,Series A
2452,23/09/2015,InnerChef,Food Delivery Platform,1718,nan,New Delhi,76,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Seed Funding,30,1750000,pre-Series A
2453,24/09/2015,Quintype,Data Driven Publishing platform,1719,nan,New Delhi,76,Raghav Bahl,Seed Funding,30,3300000,
2454,24/09/2015,Capabiliti,Employee OnBoarding & Orientation platform,1720,nan,New Delhi,76,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,30,400000,
2455,24/09/2015,Fourth Partner Energy,Solar Power Solutions company,1721,nan,New Delhi,76,"Infuse Ventures, The Chennai Angels",Seed Funding,30,2000000,Series A
2456,24/09/2015,Licious,Online Meat Ordering platform,1722,nan,New Delhi,76,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,30,1000000,
2457,25/09/2015,TravelKhana,online meal-booking platform for train travelers,1723,nan,New Delhi,76,Astarc Ventures & Others,Seed Funding,30,N/A,Pre-Series A
2458,28/09/2015,Quickli,hyperlocal delivery platform,1724,nan,New Delhi,76,"500 Startups, Mato Peric & Others",Seed Funding,30,N/A,
2459,28/09/2015,Ola Cabs,Cab Booking app platform,1725,nan,New Delhi,76,Didi Kuaidi,Seed Funding,30,30000000,late Stage (part of $500M funding rnd)
2460,29/09/2015,Paytm,E-Commerce & M-Commerce platform,1726,nan,New Delhi,76,"Alibaba Group, Ant Financial",Seed Funding,30,680000000,Late Stage (Alibaba @ 40% equity)
2461,29/09/2015,Inmobi,Mobile Advertising platform,1727,nan,New Delhi,76,Tennenbaum Capital Partners & Others,Seed Funding,30,100000000,Late Stage
2462,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,1728,nan,New Delhi,76,"Sequoia India, SAIF Partners.",Seed Funding,30,36000000,Series B
2463,29/09/2015,Hugefly,Ecommerce Product recommendation platform,1729,nan,New Delhi,76,Mayank Singhal and others,Seed Funding,30,N/A,
2464,29/09/2015,Brigge,Activity Based Social Network,1730,nan,New Delhi,76,The Chennai Angels,Seed Funding,30,N/A,
2465,29/09/2015,Zakoopi,Fashion Discovery platform,1731,nan,New Delhi,76,Uniqorn Ventures,Seed Funding,30,350000,
2466,29/09/2015,LoanCircle,Consumer lending marketplace,1732,nan,New Delhi,76,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,30,N/A,
2467,30/09/2015,Infoworks,Big Data Management Platform,1733,nan,New Delhi,76,"Nexus Venture Partners, Knoll Ventures and others",Seed Funding,30,5000000,
2468,30/09/2015,RedDoorz,Budget Accommodation Platform,1734,nan,New Delhi,76,Jungle Ventures,Seed Funding,30,1000000,
2469,30/09/2015,FirstTouch,Local Mobile OS,1735,nan,New Delhi,76,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,30,N/A,Super angel round
2470,30/09/2015,Eywa Media,Digital Signal processing platform,1736,nan,New Delhi,76,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,30,1000000,
2471,1/8/2015,Snapdeal,Ecommerce Marketplace,1737,nan,New Delhi,76,"Alibaba, Foxconn, Softbank",Seed Funding,30,500000000,Late Stage Round 7th (More details)
2472,1/8/2015,Ressy,Restaurant Discount app,1738,nan,New Delhi,76,Mohandas Pai & others,Seed Funding,30,400000,
2473,3/8/2015,Cuelearn,Tech-enabled learning,1739,nan,New Delhi,76,Alok Mittal,Seed Funding,30,N/A,
2474,3/8/2015,Connect India,ECommerce Logistics provider,1740,nan,New Delhi,76,Aavishkaar,Seed Funding,30,5000000,Series A
2475,3/8/2015,The Home Salon,on-demand home beauty and wellness portal,1741,nan,New Delhi,76,VentureNursery,Seed Funding,30,N/A,
2476,3/8/2015,Jusride,Self Driven Car rental,1742,nan,New Delhi,76,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,30,N/A,
2477,3/8/2015,Oyorooms,Budget Hotel accommodation brand,1743,nan,New Delhi,76,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Seed Funding,30,100000000,Series B
2478,3/8/2015,Glowship,Energy & Environment Online Marketplace,1744,nan,New Delhi,76,Infuse Ventures,Seed Funding,30,N/A,
2479,3/8/2015,Wizrocket,User Engagment & Analytics platform,1745,nan,New Delhi,76,"Sequoia Capital, Accel Partners",Seed Funding,30,9600000,Series B
2480,4/8/2015,Pickingo,On-Demand Delivery Logistics,1746,nan,New Delhi,76,"Orios Venture Partners, Zishaan Hayath",Seed Funding,30,1300000,Series A
2481,5/8/2015,Grex,fund raising platform for startups,1747,nan,New Delhi,76,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,30,650000,
2482,5/8/2015,LetsTransport,Logistics Tech Platform,1748,nan,New Delhi,76,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,30,1300000,
2483,5/8/2015,Zo Rooms,Online budget hotel chain,1749,nan,New Delhi,76,"Tiger Global Management, Orios Venture Partners",Seed Funding,30,30000000,Series A
2484,5/8/2015,Doormint,Hyperlocal Handyman services,1750,nan,New Delhi,76,"Helion Venture Partners, Kalaari Capital",Seed Funding,30,3000000,Series A
2485,5/8/2015,NightStay,hotel booking app,1751,nan,New Delhi,76,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,30,500000,
2486,5/8/2015,Zocalo,Rental Accomodation finder,1752,nan,New Delhi,76,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,30,N/A,
2487,5/8/2015,Sunday Realty Solutions,Tech Platform for property brokers,1753,nan,New Delhi,76,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,30,785000,
2488,6/8/2015,Klozee,Luxury Apparel rental,1754,nan,New Delhi,76,Tracxn Labs,Seed Funding,30,N/A,
2489,6/8/2015,Appvigil,App security\\xc2\\xa0 testing platform,1755,nan,New Delhi,76,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,30,500000,pre Series-A
2490,6/8/2015,practo,Doctor Appointment booking app,1756,nan,New Delhi,76,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Seed Funding,30,90000000,Series C
2491,6/8/2015,LoudShout,anonymous bulletin board app,1757,nan,New Delhi,76,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,30,N/A,
2492,6/8/2015,Wetravelsolo,Travel community platform,1758,nan,New Delhi,76,"CCube Angels, Frontline Strategy",Seed Funding,30,N/A,
2493,6/8/2015,Ketto,Crowd funding platform,1759,nan,New Delhi,76,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,30,700000,
2494,6/8/2015,Ezetap,Mobile based PoS solution,1760,nan,New Delhi,76,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Seed Funding,30,25000000,Series C
2495,6/8/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,1761,nan,New Delhi,76,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Seed Funding,30,N/A,Series A
2496,7/8/2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,1762,nan,New Delhi,76,YouWeCan Ventures,Seed Funding,30,630000,
2497,7/8/2015,EasyRewardz,Loyalty Programs & Reward Points,1763,nan,New Delhi,76,"Wealth First, Ashneer Grover, Atul Phadnis",Seed Funding,30,500000,Pre-Series A
2498,7/8/2015,GIBSS,Energy saving solutions provider,1764,nan,New Delhi,76,"responsAbility Investments, Infuse Ventures",Seed Funding,30,N/A,Series A
2499,7/8/2015,StoreMore.in,Self-Storage Spaces,1765,nan,New Delhi,76,Bedrock Ventures,Seed Funding,30,N/A,
2500,7/8/2015,iOrderFresh,Grocery retail Mobile app,1766,nan,New Delhi,76,Best Foodworks,Seed Funding,30,N/A,
2501,10/8/2015,MyTaxiIndia,Taxi Rental platform,1767,nan,New Delhi,76,"Nihon Kotsu,",Seed Funding,30,500000,Pre Series-A
2502,10/8/2015,eSadar,ecommerce,1768,nan,New Delhi,76,"Neha Vats, Gaurav Vats",Seed Funding,30,"80,000",
2503,10/8/2015,Actionable Analytics,Machine Learning Platform,1769,nan,New Delhi,76,"B M Gupta, Vinod Singhal",Seed Funding,30,N/A,
2504,10/8/2015,MyPoolin,mobile social network,1770,nan,New Delhi,76,QPrize from Qualcomm Ventures,Seed Funding,30,250000,QPrize Contest Winners
2505,10/8/2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,1771,nan,New Delhi,76,Sequoia Capital,Seed Funding,30,16000000,Series A
2506,10/8/2015,Inkmonk,Online printing marketplace,1772,nan,New Delhi,76,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,30,250000,
2507,10/8/2015,ToneTag,mobile payment software platform,1773,nan,New Delhi,76,Reliance Capital Venture,Seed Funding,30,1000000,Series A
2508,10/8/2015,Grey Orange,Automated Storage & Warehousing Solution,1774,nan,New Delhi,76,Tiger Global Management,Seed Funding,30,30000000,Series B
2509,11/8/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,1775,nan,New Delhi,76,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Seed Funding,30,8000000,Series A
2510,11/8/2015,WOW! MOMO,Quick Service Restaurant Chain,1776,nan,New Delhi,76,Indian Angel Network,Seed Funding,30,1600000,
2511,11/8/2015,RainCan,Subscription based Online Grocery platform,1777,nan,New Delhi,76,Ajeet Khurana & Others,Seed Funding,30,100000,
2512,11/8/2015,Allygrow Technologies,engineering services company,1778,nan,New Delhi,76,Zodius Technology Fund,Seed Funding,30,20000000,Series A
2513,11/8/2015,Infogain,Business and IT consulting,1779,nan,New Delhi,76,ChrysCapital,Seed Funding,30,63000000,N/A
2514,12/8/2015,OneAssist,Credit Card Fraud protection solutions,1780,nan,New Delhi,76,"Sequoia Capital, Lightspeed Ventures",Seed Funding,30,7500000,Series B
2515,12/8/2015,BigBasket,Online & mobile Grocery store,1781,nan,New Delhi,76,Bessemer Venture Partners,Seed Funding,30,50000000,Series C
2516,12/8/2015,Sheroes,Career Community for Women,1782,nan,New Delhi,76,"Quintillion Media, 500 Startups",Seed Funding,30,770000,
2517,12/8/2015,Scripbox,Mutual Fund Investing platform,1783,nan,New Delhi,76,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Seed Funding,30,2500000,Series A
2518,13/08/2015,etaout,Ecommerce Marketing Software Platform,1784,nan,New Delhi,76,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,30,500000,
2519,13/08/2015,IFMR Holdings,Financial Inclusion platform,1785,nan,New Delhi,76,"Accion, LeapFrog Investments, Lok Capital",Seed Funding,30,25000000,Series B
2520,13/08/2015,Massblurb,Digital Marketing automation solution,1786,nan,New Delhi,76,"LetsVenture, Mumbai Angels",Seed Funding,30,N/A,
2521,13/08/2015,Agrostar,Mobile Commerce for Farmers,1787,nan,New Delhi,76,IDG Ventures,Seed Funding,30,4000000,Series A
2522,14/08/2015,VoxWeb,Picture based Social App,1788,nan,New Delhi,76,Jitendra Gupta & others,Seed Funding,30,100000,
2523,14/08/2015,Trukky,Logistics service platform,1789,nan,New Delhi,76,"Gujarat based angel investors, MMY co-Founder",Seed Funding,30,245000,
2524,14/08/2015,VanityCube,On-Demand Beauty Services,1790,nan,New Delhi,76,Group of angel investors,Seed Funding,30,N/A,
2525,17/08/2015,Edu4Share,Exam Preparation Platform,1791,nan,New Delhi,76,Nalin Jain & other angel investors,Seed Funding,30,220000,
2526,17/08/2015,YourStory,Startup Focused Online Publisher,1792,nan,New Delhi,76,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,30,N/A,
2527,17/08/2015,Sampurnearth,Waste Management Solutions,1793,nan,New Delhi,76,"Intellecap Impact Investment Network, family office fund",Seed Funding,30,160000,
2528,17/08/2015,Orobind,App based Fitness coaching,1794,nan,New Delhi,76,Existing & New Investors,Seed Funding,30,N/A,pre series A
2529,17/08/2015,Fixy,On demand cleaning & fixing services,1795,nan,New Delhi,76,VentureNursery,Seed Funding,30,N/A,
2530,17/08/2015,MSM Box,Beauty & Lifestyle platform,1796,nan,New Delhi,76,Rohit Goel,Seed Funding,30,N/A,
2531,17/08/2015,ShadowFax,on-demand delivery service,1797,nan,New Delhi,76,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,30,310000,
2532,17/08/2015,Gadgets 360,Car & Bike ecommerce platform,1798,nan,New Delhi,76,One97 Communications,Seed Funding,30,N/A,Strategic Investment
2533,18/08/2015,Roposo,Fashion Discovery platform,1799,nan,New Delhi,76,Tiger Global,Seed Funding,30,15000000,Series B
2534,18/08/2015,IntelligenceNODE,Data Analytics Platform,1800,nan,New Delhi,76,"New Enterprise Associates, Orios Venture Partners",Seed Funding,30,4200000,Series A
2535,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,1801,nan,New Delhi,76,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,30,1000000,
2536,18/08/2015,Twyst,Location based engagement & rewards platform,1802,nan,New Delhi,76,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,30,N/A,
2537,18/08/2015,IDfy,Online Identity Verification Services platform,1803,nan,New Delhi,76,"NEA, Blume Ventures & others",Seed Funding,30,N/A,Series A
2538,18/08/2015,Zoojoo.be,Corporate Wellness App,1804,nan,New Delhi,76,RoundGlass Partners,Seed Funding,30,1000000,Series A
2539,19/08/2015,Fashionove,Fashion Search & Review Platform,1805,nan,New Delhi,76,Umesh Yadav,Seed Funding,30,N/A,
2540,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",1806,nan,New Delhi,76,Unilazer Ventures,Seed Funding,30,2400000,
2541,19/08/2015,Envoged,pre-owned Luxury online apparel seller,1807,nan,New Delhi,76,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,30,N/A,
2542,19/08/2015,MebelKart,Online Furniture Marketplace,1808,nan,New Delhi,76,AskMe,Seed Funding,30,20000000,
2543,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,1809,nan,New Delhi,76,Group of Angel Investors,Seed Funding,30,156000,
2544,20/08/2015,Flatpebble,Online marketplace for Photographers,1810,nan,New Delhi,76,Indian Angel Network,Seed Funding,30,600000,
2545,20/08/2015,Bluegape.com,Visual Blogging platform,1811,nan,New Delhi,76,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,30,600000,
2546,21/08/2015,ePoise,Job Search Platform,1812,nan,New Delhi,76,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,30,500000,
2547,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,1813,nan,New Delhi,76,The 1947,Seed Funding,30,300000,
2548,24/08/2015,BookMeIn,Professional Service Appointment booking service,1814,nan,New Delhi,76,Ajmera Group of Companies,Seed Funding,30,400000,
2549,24/08/2015,iZofy,Scientific Horoscope Online Assistance platform,1815,nan,New Delhi,76,Prime Capital Markets Ltd,Seed Funding,30,N/A,
2550,24/08/2015,rBus,Tech enabled AC bus service,1816,nan,New Delhi,76,"India Quotient, Anupam Mittal & others",Seed Funding,30,N/A,
2551,25/08/2015,Qyk App,On-Demand App based Professional service provider,1817,nan,New Delhi,76,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Seed Funding,30,1000000,pre-series A
2552,25/08/2015,EazyDiner,Restaurant Reservation Platform,1818,nan,New Delhi,76,"DSG Consumer Partners, Saama Capital",Seed Funding,30,3000000,Series A
2553,25/08/2015,RevX,Cross-channel CRM platform,1819,nan,New Delhi,76,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Seed Funding,30,4000000,Series A
2554,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,1820,nan,New Delhi,76,Group of Angel Investors,Seed Funding,30,250000,
2555,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,1821,nan,New Delhi,76,GHV Accelerator,Seed Funding,30,100000,
2556,26/08/2015,Belita,On-Demand Beauty Service,1822,nan,New Delhi,76,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,30,400000,
2557,26/08/2015,EzySolare,solar products and services marketplace,1823,nan,New Delhi,76,Infuse Ventures,Seed Funding,30,N/A,
2558,26/08/2015,FoodTalkIndia,Online Food Community Platform,1824,nan,New Delhi,76,Undisclosed Investor,Seed Funding,30,500000,
2559,27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,1825,nan,New Delhi,76,Group of Investors,Seed Funding,30,N/A,
2560,27/08/2015,Eazy Coach,Education Marketplace,1826,nan,New Delhi,76,Ravi Agarwal,Seed Funding,30,N/A,
2561,27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,1827,nan,New Delhi,76,Ibibo Group,Seed Funding,30,N/A,Strategic Investment
2562,28/08/2015,BetterButter.in,online recipe sharing platform,1828,nan,New Delhi,76,"Growx Ventures, Manish Singhal",Seed Funding,30,N/A,
2563,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,1829,nan,New Delhi,76,Rocket Internet,Seed Funding,30,2000000,Pre-Series A
2564,28/08/2015,RollMafia,QSR Restaurant Chain,1830,nan,New Delhi,76,Equentia Natural Resources,Seed Funding,30,160000,
2565,29/08/2015,iamwire,Digital Media publishing platform,1831,nan,New Delhi,76,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,30,N/A,
2566,31/08/2015,DropKaffe,Online Coffee Delivery platform,1832,nan,New Delhi,76,"Manish Singhal, P39 Capital & Others",Seed Funding,30,300000,
2567,31/08/2015,Reverie,Language Localization Cloud platform,1833,nan,New Delhi,76,"Aspada Investment Advisors, Qualcomm Ventures",Seed Funding,30,4000000,Series A
2568,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,1834,nan,New Delhi,76,"Ratan Tata, Nikhil Vora & others",Seed Funding,30,N/A,Bridge Round
2569,1/7/2015,Parcelled,Online Logistics Platform,1835,nan,New Delhi,76,"Delhivery, Tracxn Labs",Seed Funding,30,N/A,
2570,1/7/2015,Retigence Technologies,Business IT Intelligence Services,1836,nan,New Delhi,76,Omnivore Partners,Seed Funding,30,N/A,Series A
2571,1/7/2015,Cloudcherry Analytics,CRM / Analytics platform,1837,nan,New Delhi,76,"The Chennai Angels, IDG Ventures India",Seed Funding,30,1000000,
2572,01/07/015,HandyHome,Hyperlocal Electronics repair Service,1838,nan,New Delhi,76,"Bessemer Ventures, Kae Capital",Seed Funding,30,630000,
2573,1/7/2015,iDreamCareer,Ed-Tech Platform,1839,nan,New Delhi,76,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,30,N/A,
2574,1/7/2015,Ola Cabs,Cab rental Mobile app,1840,nan,New Delhi,76,Ratan Tata,Seed Funding,30,N/A,Personal Investment
2575,1/7/2015,NxtGen,IT infrastructure & Data Center services,1841,nan,New Delhi,76,"IFC, Axon Partners, Intel Capital",Seed Funding,30,13500000,Series A
2576,2/7/2015,BankBazaar,Online Financial Services,1842,nan,New Delhi,76,"Amazon, Fidelity Growth Partners, Mousse Partners",Seed Funding,30,60000000,Series C\\n(More here)
2577,2/7/2015,Gozoomo,Used Car Marketplace,1843,nan,New Delhi,76,SAIF Partners,Seed Funding,30,5000000,Series A
2578,2/7/2015,Zenatix,Internet of Things platform,1844,nan,New Delhi,76,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,30,161000,
2579,3/7/2015,CultureAlley,Language Learning App,1845,nan,New Delhi,76,Tiger Global,Seed Funding,30,6500000,Series A
2580,3/7/2015,Goqii,Mobile Fitness Marketplace,1846,nan,New Delhi,76,Vijay Shekhar Sharma,Seed Funding,30,N/A,Pre-Series A
2581,3/7/2015,Gingercrush,Custom Merchandize platform,1847,nan,New Delhi,76,"Gokul Jaykrishna, Brand Capital",Seed Funding,30,1000000,
2582,4/7/2015,Elanic,P2P Pre-owned goods marketplace,1848,nan,New Delhi,76,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,30,N/A,
2583,4/7/2015,Stitchwood,Custom Furniture Marketplace,1849,nan,New Delhi,76,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,30,395000,
2584,5/7/2015,Urban Tailor,Online Tailoring Services,1850,nan,New Delhi,76,Group of angel investors,Seed Funding,30,N/A,
2585,6/7/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,1851,nan,New Delhi,76,Pravin Agarwala & others,Seed Funding,30,N/A,
2586,6/7/2015,Paper Boat,Ethnic Beverages manufacturer,1852,nan,New Delhi,76,"Sofina, Hillhouse Capital",Seed Funding,30,30000000,Series B
2587,6/7/2015,getNow,Hyperlocal Goods marketplace,1853,nan,New Delhi,76,Atulya Mittal,Seed Funding,30,N/A,
2588,7/7/2015,Wudstay,Budget Accommodation aggregator,1854,nan,New Delhi,76,"Mangroves Capital Partners, Vikas Saxena",Seed Funding,30,3000000,Series A
2589,7/7/2015,Liases Foras,Real Estate Rating & Analysis,1855,nan,New Delhi,76,DMG information Asia Pacific,Seed Funding,30,5000000,Series A
2590,7/7/2015,Eatlo,Food Delivery platform,1856,nan,New Delhi,76,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,30,N/A,
2591,7/7/2015,IndiaLends,Financial Tech,1857,nan,New Delhi,76,"DSG Consumer Partners, Siddharth Parekh",Seed Funding,30,N/A,Pre-Series A
2592,8/7/2015,Quinto,Food Discovery App,1858,nan,New Delhi,76,Jaydeep Barman,Seed Funding,30,N/A,
2593,8/7/2015,Saavn,Music Streaming App,1859,nan,New Delhi,76,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Seed Funding,30,100000000,Series C
2594,8/7/2015,Flytxt,Big Data & Analytics platform,1860,nan,New Delhi,76,"Sunrise Capital GmBH, Big Data Investments B.V",Seed Funding,30,11000000,Series A
2595,8/7/2015,Axtria,Big Data & Analytics platform,1860,nan,New Delhi,76,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Seed Funding,30,30000000,Series C
2596,8/7/2015,33Coupons,Coupon Aggregator Platform,1861,nan,New Delhi,76,Not Disclosed,Seed Funding,30,"20,000",
2597,8/7/2015,Ampere,Electric Scooter manufacturer,1862,nan,New Delhi,76,Ratan Tata,Seed Funding,30,N/A,
2598,8/7/2015,Hopping Chef,Online Food-Tech Platform,1863,nan,New Delhi,76,Mirah Hospitality,Seed Funding,30,470000,Strategic Investment
2599,8/7/2015,Collectabillia,Celebrity Fashion Brand,1864,nan,New Delhi,76,Accel Partners,Seed Funding,30,7500000,Series B
2600,8/7/2015,Lendingkart,Online Finance lending platform,1865,nan,New Delhi,76,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Seed Funding,30,10000000,Series A
2601,8/7/2015,Lybrate,Healthcare Mobile App,1866,nan,New Delhi,76,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Seed Funding,30,10200000,Series A
2602,8/7/2015,Zoomcar,Self-driven vehicle rental,1867,nan,New Delhi,76,"Sequoia Capital, Empire Angels, NGP",Seed Funding,30,11000000,Series B
2603,9/7/2015,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,1868,nan,New Delhi,76,\\xc2\\xa0Tiger Global,Seed Funding,30,20000000,\\xc2\\xa0Series B
2604,9/7/2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,1869,nan,New Delhi,76,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Seed Funding,30,16200000,
2605,9/7/2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,1870,nan,New Delhi,76,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,30,N/A,
2606,9/7/2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,1871,nan,New Delhi,76,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,30,N/A,
2607,\\xc2\\xa010/7/2015,\\xc2\\xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,1872,nan,New Delhi,76,\\xc2\\xa0Indian Angel Network,Seed Funding,30,600000,
2608,10/7/2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,1873,nan,New Delhi,76,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,30,685000,
2609,10/7/2015,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,1874,nan,New Delhi,76,\\xc2\\xa0IndianIdeas.com,Seed Funding,30,19350000,\\xc2\\xa0Late Stage
